query,answer
"Пункт 7 введен Федеральным законом от июля 2016 года и введен в действие закон о защите прав человека (ФЗ) и защите прав физических лиц (ФФЗ) в соответствии с российским законодательством, принятым в июле 2016 года. Пункт 7 уже введен в закон о правах человека и свободе свободы на территории РФ.",(п. 7 введен Федеральным законом от 03.07.2016 N 236-ФЗ)
"Органы управления юридических лиц, указанные в пунктах 2 и 3 части 2 статьи 1 настоящего Федерального закона, вправе в порядке, предусмотренном гражданским законодательством, принять решение о присоединении данного юридического лица к положению о закупке с учетом требований, установленных частью 3 настоящей статьи.","4. Органы управления юридических лиц, указанных в пунктах 2 и 3 части 2 статьи 1 настоящего Федерального закона, вправе в порядке, предусмотренном гражданским законодательством, принять решение о присоединении данного юридического лица к положению о закупке, утвержденному органом управления юридического лица, указанного в пункте 1 части 2 статьи 1 настоящего Федерального закона, с учетом требований, установленных частью 3 настоящей статьи. Такое решение размещается в порядке, предусмотренном частью 1 статьи 4 настоящего Федерального закона."
«ФЗ) «ФЗ «О «ФЗ» «О «Формальном законом» «Формальный закон» «О введении «ФЗ о «ФЗ-ФЗ») «О новой «Формальной» «ФЗ».,(часть 4 введена Федеральным законом от 31.12.2017 N 505-ФЗ)
"В случае внесения изменений в положение о закупке юридического лица, указанного в пункте 1 части 2 статьи 1 настоящего Федерального закона, размещение таких изменений в единой информационной системе является основанием для присоединившегося юридическому лица принять решение о присоединении к таким изменениям.","5. В случае внесения изменений в положение о закупке юридического лица, указанного в пункте 1 части 2 статьи 1 настоящего Федерального закона, размещение таких изменений в единой информационной системе в порядке, предусмотренном частью 1 статьи 4 настоящего Федерального закона, является основанием для присоединившегося юридического лица принять решение о присоединении к таким изменениям. Такое решение присоединившееся юридическое лицо принимает в течение пятнадцати дней с даты размещения юридическим лицом, указанным в пункте 1 части 2 статьи 1 настоящего Федерального закона, изменений в положение о закупке и размещает в порядке, предусмотренном частью 1 статьи 4 настоящего Федерального закона."
"«Формальный закон» «О «Формальном законом» «Формально «ФЗ) «ФЗ «ФЗ» «ФЗ-ФЗ» и «ФФЗ «О «ФЗ») «Формального закона» «О ФЗ» «Не возвраща «ФЗ», «ФЗ о «ФЗ-1 «ФЗ-5» «ФЛЗ» «О.ФЗ».",(часть 5 введена Федеральным законом от 31.12.2017 N 505-ФЗ)
"При закупке товаров, работ, услуг заказчики руководствуются следующими принципами: при закупке товаров заказчик руководствуется следующим принципом: Заказчикам руководствуются следующим принципами: закупка товаров, работ и услуг заказчика руководствуется принципами закупки товаров, работ.","1. При закупке товаров, работ, услуг заказчики руководствуются следующими принципами:"
"Информационное открытость и информационная открытость, а также информационное открытость для инвесторов. Информация о открытости будет опубликована в октябре 2011 года. Эксперты считают, что открытость — это не только закрытость, но и информационная открытость.",1) информационная открытость закупки;
Отсутствие дискриминации и необоснованных ограничений конкуренции по отношению к участникам закупки для участников закупки и участники закупки.,"2) равноправие, справедливость, отсутствие дискриминации и необоснованных ограничений конкуренции по отношению к участникам закупки;"
"Экономическое расходование денежных средств на приобретение товаров, работ, услуг и реализация мер, направленных на сокращение издержек заказчика, а также повышение стоимости жизненного цикла закупаемой продукции.","3) целевое и экономически эффективное расходование денежных средств на приобретение товаров, работ, услуг (с учетом при необходимости стоимости жизненного цикла закупаемой продукции) и реализация мер, направленных на сокращение издержек заказчика;"
отсутствие ограничения допуска к участию в закупке путем установления неизмеряемых требований к участникам закупки.,4) отсутствие ограничения допуска к участию в закупке путем установления неизмеряемых требований к участникам закупки.
"Конкурентные и неконкурентные закупки осуществляются в электронной форме, если иное не предусмотрено положением о закупке, устанавливается порядок осуществления таких закупок с учетом положений настоящего Федерального закона.","2. Положением о закупке предусматриваются конкурентные и неконкурентные закупки, устанавливается порядок осуществления таких закупок с учетом положений настоящего Федерального закона. При этом конкурентные закупки, участниками которых с учетом особенностей, установленных Правительством Российской Федерации в соответствии с пунктом 2 части 8 настоящей статьи, могут быть только субъекты малого и среднего предпринимательства, осуществляются в электронной форме. Конкурентные закупки в иных случаях осуществляются в электронной форме, если иное не предусмотрено положением о закупке."
Федеральный закон от 31.12.2017 N 505-ФЗ) (часть 2 в часть 2 в ред. Федерального закона от 31.12.2017 от 31.12.2017) (часть втора в ред. закона) (часть 2» в ред.) Федеральная законность от 31.12.2017 может быть противоречить Федеральному закону от 31.12.2017.,(часть 2 в ред. Федерального закона от 31.12.2017 N 505-ФЗ)
"Конкурентной закупкой является закупка, осуществляемая с соблюдением одновременно следующих условий: контрактная закупка является конкурентной закупкой, осуществляемой в соблюдении одновременно следующего условий: закупка может осуществляться в зависимости от условий, предусмотренных контрактной закупкой.","3. Конкурентной закупкой является закупка, осуществляемая с соблюдением одновременно следующих условий:"
Информация о конкурентной закупке сообщается заказчиком одним из следующих способов: информация о конкуренной закупке опубликована заказчиком в одном из следующих методов: информация об конкурентной покупке сообщается одним из способов: Информация сообщается заказчик одним из следующих способов.,1) информация о конкурентной закупке сообщается заказчиком одним из следующих способов:
"а) путем размещения в единой информационной системе извещения об осуществлении конкурентной закупки, доступного неограниченному кругу лиц, с приложением документации о конкурентной закупке.","а) путем размещения в единой информационной системе извещения об осуществлении конкурентной закупки, доступного неограниченному кругу лиц, с приложением документации о конкурентной закупке;"
"Участники закрытой конкурентной закупки не менее чем двум лицам, которые способны осуществлять поставки товаров, выполнение работ, оказание услуг, являющихся предметом такой закупки, могут принять участие в закрытой конкуренной закупке в случаях, которые предусмотрены статьей 3.5 настоящего Федерального закона.","б) посредством направления приглашений принять участие в закрытой конкурентной закупке в случаях, которые предусмотрены статьей 3.5 настоящего Федерального закона, с приложением документации о конкурентной закупке не менее чем двум лицам, которые способны осуществить поставки товаров, выполнение работ, оказание услуг, являющихся предметом такой закупки;"
"конкуренция между участниками конкурентной закупки за право заключить договор с заказчиком на условиях, предлагаемых для участия в такой закупке.","2) обеспечивается конкуренция между участниками конкурентной закупки за право заключить договор с заказчиком на условиях, предлагаемых в заявках на участие в такой закупке, окончательных предложениях участников такой закупки;"
Описание предмета конкурентной закупки осуществляется с соблюдением требований части 6.1 настоящей статьи. Описывание предмета конкуренной закупки и описание предмета конкурентных закупок осуществляется с согласием требований части 61 настоящего статьи.,3) описание предмета конкурентной закупки осуществляется с соблюдением требований части 6.1 настоящей статьи.
Федеральный закон от 31.12.2017 N 505-ФЗ) (часть 3 в ред. Федерального закона от 31.12.2017 от 31.12.2017) (часть треть в ред. закона) и часть 3 в его числе — Федеральный закон о Федеральном законе от 31.12.2017. Документ может быть принят еще до 31 декабря 2018 года.,(часть 3 в ред. Федерального закона от 31.12.2017 N 505-ФЗ)
Конкурентные закупки осуществляются следующими способами: закупочные издержки осуществляются в следующем способе: закупочные услуги осуществляются следующим способом: закупка осуществляется следующими методами: закупочная продукция осуществляется таким способом: покупка осуществляется такими способами.,3.1. Конкурентные закупки осуществляются следующими способами:
"Конкурс, аукцион, запрос котировок, запрос предложений (запрос предложений в электронной форме, закрытый запрос предложенияй), аукцион (открытый конкурс, конкурс в электронной, закрытый аукцион), а также путем проведения аукционов. Для проведения торгов участники рынка считают, что аукцион является для них единственным способом проведения торгов.","1) путем проведения торгов (конкурс (открытый конкурс, конкурс в электронной форме, закрытый конкурс), аукцион (открытый аукцион, аукцион в электронной форме, закрытый аукцион), запрос котировок (запрос котировок в электронной форме, закрытый запрос котировок), запрос предложений (запрос предложений в электронной форме, закрытый запрос предложений);"
"Российские производители и участники рынка закупают иные способы, установленные положением о закупке и соответствующими требованиям части 3 настоящей статьи.","2) иными способами, установленными положением о закупке и соответствующими требованиям части 3 настоящей статьи."
Федеральный закон от 31 декабря 2017 года введен Федеральным законом от 31.12.2017 505-ФЗ) (часть часть введена в Федеральном законе от 31.12.2017 и введена Федеральными законами от 31.12.2017) Изменения в законодательство о федеральном законодательстве введены в Федеральные законы от 31.12.2017.,(часть 3.1 введена Федеральным законом от 31.12.2017 N 505-ФЗ)
"Неконкурентной закупкой является закупка, условия осуществления которой не соответствуют условиям, предусмотренным частью 3 настоящей статьи. Способы неконкурентной закупки, в том числе закупка у единственного поставщика, устанавливаются положением о закупке.","3.2. Неконкурентной закупкой является закупка, условия осуществления которой не соответствуют условиям, предусмотренным частью 3 настоящей статьи. Способы неконкурентной закупки, в том числе закупка у единственного поставщика (исполнителя, подрядчика), устанавливаются положением о закупке."
Федеральный закон от 31.12.2017 введен Федеральным законом от 31.12.2017 505-ФЗ) (часть часть введена в Федеральном законе от 31.12.2017 и введена Федеральными законами от 31.12.2017) часть была введена ФФЗ и была внесена в Федеральные законы от 31 декабря прошлого года. Документ введен в Федеральный закон о введении Федерального закона от 31.12.2017.,(часть 3.2 введена Федеральным законом от 31.12.2017 N 505-ФЗ)
"Правительство Российской Федерации вправе установить перечень товаров, работ, услуг, закупка которых осуществляется в электронной форме. Правительство РФ вправе устанавливать перечень товаров и работ, услуг закупаемых в электронном форме. 4.","4. Правительство Российской Федерации вправе установить перечень товаров, работ, услуг, закупка которых осуществляется в электронной форме."
"Участником закупки является любое юридическое лицо или несколько юридических лиц, выступающих на стороне одного участника закупки, независимо от организационно-правовой формы, формы собственности, места нахождения и места происхождения капитала, за исключением юридического лица, являющегося иностранным агентом в соответствии с Федеральным законом от 14 июля 2022 года N 255-ФЗ «О контроле за деятельностью лиц, находящихся под иностранным влиянием».","5. Участником закупки является любое юридическое лицо или несколько юридических лиц, выступающих на стороне одного участника закупки, независимо от организационно-правовой формы, формы собственности, места нахождения и места происхождения капитала, за исключением юридического лица, являющегося иностранным агентом в соответствии с Федеральным законом от 14 июля 2022 года N 255-ФЗ ""О контроле за деятельностью лиц, находящихся под иностранным влиянием"", либо любое физическое лицо или несколько физических лиц, выступающих на стороне одного участника закупки, в том числе индивидуальный предприниматель или несколько индивидуальных предпринимателей, выступающих на стороне одного участника закупки, за исключением физического лица, являющегося иностранным агентом в соответствии с Федеральным законом от 14 июля 2022 года N 255-ФЗ ""О контроле за деятельностью лиц, находящихся под иностранным влиянием""."
"Федеральный закон от 05 12.2022 и часть 5 в ред. Федерального закона от 0512.2022 N 498-ФЗ) (часть 5 в Федеральном законе от 0512.20.2222) (часть 6 в ред. ФЗ) — часть 5, часть 5, в ред. федерального закона, а часть 5 — часть 6 в часть 5 и ред. Федеральных законов от 0512-2022 и от 0512-2222 -часть 5 в федеральном законе.",(часть 5 в ред. Федерального закона от 05.12.2022 N 498-ФЗ)
"Договоры на поставку товаров, выполнение работ, оказание услуг заключаются заказчиком по результатам закупок, осуществляемых в соответствии с планом закупки, размещенным в единой информационной системе. При этом договоры заключаются только по результатам аварии, иных чрезвычайных ситуаций природного или техногенного характера, непреодолимой силы, при необходимости срочного медицинского вмешательства, а также для предотвращения угрозы возникновения указанных ситуаций.","5.1. Договоры на поставку товаров, выполнение работ, оказание услуг заключаются заказчиком по результатам закупок, осуществляемых в соответствии с планом закупки (если сведения о таких закупках в обязательном порядке подлежат включению в план закупки согласно принятому в соответствии с частью 2 статьи 4 настоящего Федерального закона порядку формирования этого плана), размещенным в единой информационной системе (если информация о таких закупках подлежит размещению в единой информационной системе в соответствии с настоящим Федеральным законом), за исключением случаев возникновения потребности в закупке вследствие аварии, иных чрезвычайных ситуаций природного или техногенного характера, непреодолимой силы, при необходимости срочного медицинского вмешательства, а также для предотвращения угрозы возникновения указанных ситуаций."
"Федеральный закон от 13 июля 2015 года введен Федеральным законом от 1307.2015 N 249-ФЗ, введенный в Федеральном законе от 31.12.2017 N 505-ФЗ и введен Федеральный законом от 31.12.2017. Федеральный закон вводит часть 5.1 введена Федеральному законом от 13.07.2015 и от 31.12.2017 введена часть 5.1 Федерального закона от 31.12.2017 и часть 5 введена федеральным законом.",(часть 5.1 введена Федеральным законом от 13.07.2015 N 249-ФЗ; в ред. Федерального закона от 31.12.2017 N 505-ФЗ)
"При осуществлении закупки товаров, в том числе поставляемого заказчику при выполнении закупаемых работ, оказании закупаемых услуг, в договор при его заключении включается информация о стране происхождения товара. При этом в договор при заключении включаются информация о странах происхождения товара, а также информация о стране происхождения.","5.2. При осуществлении закупки товара, в том числе поставляемого заказчику при выполнении закупаемых работ, оказании закупаемых услуг, в договор при его заключении включается информация о стране происхождения товара."
Н 250-ФЗ введена Федеральным законом от июля 2020 года и введена в действие Федеральные законы о федеральном законодательстве (часть часть введена федеральным законом) и была внесена в Госдуму в июле 2020 года. Документ может быть введен в действие до конца июля 2021 года.,(часть 5.2 введена Федеральным законом от 31.07.2020 N 250-ФЗ)
"5.3. Срок оплаты заказчиком поставленного товара, выполненной работы (ее результатов), оказанной услуги должен составлять не более семи рабочих дней с даты приемки поставленного товара. 5.3. Заказчик должен оплатить не менее семи дней, если иной срок установлен законодательством Российской Федерации, Правительством РФ в целях обеспечения обороноспособности и безопасности государства.","5.3. Срок оплаты заказчиком поставленного товара, выполненной работы (ее результатов), оказанной услуги должен составлять не более семи рабочих дней с даты приемки поставленного товара, выполненной работы (ее результатов), оказанной услуги, за исключением случаев, если иной срок оплаты установлен законодательством Российской Федерации, Правительством Российской Федерации в целях обеспечения обороноспособности и безопасности государства, а также если иной срок оплаты установлен заказчиком в положении о закупке."
"Федеральный закон от 16.04.2022 введен Федеральным законом о защите прав человека (часть 5.3 введена Федеральные законы) (часть 5) введена часть 5.3 Федерального закона (часть 5.3) введена в Федеральном законе от 16.06.2022 и часть 6.3 внесена в Федеральный закон о правах человека) (часть 5.4 введена ФФЗ) (часть 5.3. введена) часть треть введена федеральным законом от 16.04.20.22, а часть часть 5) была введена Минюстом.",(часть 5.3 введена Федеральным законом от 16.04.2022 N 104-ФЗ)
"В положение о закупке включаются конкретные сроки оплаты, отличные от сроков, предусмотренных частью 5.3 настоящей статьи, а также перечень товаров, работ, услуг, при осуществлении закупок которых применяются такие сроки.","5.4. При установлении заказчиком сроков оплаты, отличных от сроков оплаты, предусмотренных частью 5.3 настоящей статьи, в положение о закупке включаются конкретные сроки оплаты и (или) порядок определения таких сроков, а также устанавливается перечень товаров, работ, услуг, при осуществлении закупок которых применяются такие сроки оплаты."
Федеральный закон от 16.04.2022 введен Федеральным законом о защите прав человека (часть 5.4 введена Федеральные законы) и часть 6.4 введены Федеральными законом от 16.04.20.22. Российские участники и участники Федерального закона введены в Федеральный закон о правах человека и имуществе.,(часть 5.4 введена Федеральным законом от 16.04.2022 N 104-ФЗ)
"Заказчик определяет критерии и порядок оценки и сопоставления заявок на участие в конкурентной закупке в соответствии с положением о закупке. Требования, предъявляемые к участникам закупки, к предлагаемым ими товарам, работам, услугам, а также к условиям исполнения договора, установленные заказчиком.","6. Заказчик определяет требования к участникам закупки в документации о конкурентной закупке в соответствии с положением о закупке. Не допускается предъявлять к участникам закупки, к закупаемым товарам, работам, услугам, а также к условиям исполнения договора требования и осуществлять оценку и сопоставление заявок на участие в закупке по критериям и в порядке, которые не указаны в документации о закупке. Требования, предъявляемые к участникам закупки, к закупаемым товарам, работам, услугам, а также к условиям исполнения договора, критерии и порядок оценки и сопоставления заявок на участие в закупке, установленные заказчиком, применяются в равной степени ко всем участникам закупки, к предлагаемым ими товарам, работам, услугам, к условиям исполнения договора."
"Федеральный закон от 31.12.2017 505-ФЗ) (в ред. Федерального закона о Федеральном законе о защите прав человека) может быть принятым Федеральным законом (ФФЗ) в соответствии с Федеральным законодательством (ФЗ) от 31.12.2017 и от 31.12.2017 (ФЗ 505)-ФЗ). Эксперты считают, что Федеральный закон является одним из самых противоречивых в российском законодательстве.",(в ред. Федерального закона от 31.12.2017 N 505-ФЗ)
При описании в документации о конкурентной закупке предмета закупки заказчик должен руководствоваться следующими правилами: Заказчик должен обязать заказчика руководствоваться следующим правилами: 6.1. При описании предмета закупок заказчик руководствуется следующим правилом: 6.1.,6.1. При описании в документации о конкурентной закупке предмета закупки заказчик должен руководствоваться следующими правилами:
"В описании предмета закупки указываются функциональные характеристики (потребительские свойства), технические и качественные характеристики, а также эксплуатационные характеристики (при необходимости). Если предмет закупки нужен для необходимости, предмет закупки должен быть оснащен техническими характеристиками (потребительскими свойствами), техническими и качественными характеристиками и эксплуатационными характеристиками.","1) в описании предмета закупки указываются функциональные характеристики (потребительские свойства), технические и качественные характеристики, а также эксплуатационные характеристики (при необходимости) предмета закупки;"
"В описание предмета закупки не должны включаться требования или указания в отношении товарных знаков, знаков обслуживания, патентов, полезных моделей, промышленных образцов, требования к товарам, информации, работам, услугам, за исключением случаев, если такие требования влекут за собой необоснованное ограничение количества участников закупки.","2) в описание предмета закупки не должны включаться требования или указания в отношении товарных знаков, знаков обслуживания, фирменных наименований, патентов, полезных моделей, промышленных образцов, требования к товарам, информации, работам, услугам при условии, что такие требования влекут за собой необоснованное ограничение количества участников закупки, за исключением случаев, если не имеется другого способа, обеспечивающего более точное и четкое описание указанных характеристик предмета закупки;"
"Н 104-ФЗ (в ред. закона от апреля 2222 N 104-ФФЗ) (в редкий смысл) закона о правах человека и имуществе, который, по мнению эксперта, противоречит российскому законодательству.",(в ред. Федерального закона от 16.04.2022 N 104-ФЗ)
"В случае использования в описании предмета закупки указания на товарный знак необходимо использовать слова «(или эквивалент)» (или эквивалент), за исключением случаев, если товарный знак не имеет смысла «или эквивалент). В случае применения в описании товаровного знака необходимо использовать слово ""или эквивалент».","3) в случае использования в описании предмета закупки указания на товарный знак необходимо использовать слова ""(или эквивалент)"", за исключением случаев:"
"а) несовместимости товаров, на которых размещаются другие товарные знаки, и необходимости обеспечения взаимодействия таких товаров с товарами, используемыми заказчиком.","а) несовместимости товаров, на которых размещаются другие товарные знаки, и необходимости обеспечения взаимодействия таких товаров с товарами, используемыми заказчиком;"
"Закупки запасных частей и расходных материалов к машинам и оборудованию, используемым заказчиком, в соответствии с технической документацией на указанные машины и оборудование, используемые заказчиком, осуществляются в рамках технического документации на указанные заказчики.","б) закупок запасных частей и расходных материалов к машинам и оборудованию, используемым заказчиком, в соответствии с технической документацией на указанные машины и оборудование;"
"Государство и муниципальные закупки товаров, необходимых для исполнения государственного или муниципального контракта, а также закупок товаров для выполнения государственного контракта. Эксперты считают, что такие закупки являются приоритетным инструментом для реализации гос контракта.","в) закупок товаров, необходимых для исполнения государственного или муниципального контракта;"
"Закупки с указанием конкретных товарных знаков, знаков обслуживания, патентов, полезных моделей, промышленных образцов, места происхождения товара и изготовителя товара, если это предусмотрено условиями международных договоров Российской Федерации или условиями договоров юридических лиц, указанных в части 2 статьи 1 настоящего Федерального закона, в целях исполнения обязательств по заключенным договорам с иностранными юридическими лицами.","г) закупок с указанием конкретных товарных знаков, знаков обслуживания, патентов, полезных моделей, промышленных образцов, места происхождения товара, изготовителя товара, если это предусмотрено условиями международных договоров Российской Федерации или условиями договоров юридических лиц, указанных в части 2 статьи 1 настоящего Федерального закона, в целях исполнения этими юридическими лицами обязательств по заключенным договорам с юридическими лицами, в том числе иностранными юридическими лицами."
часть введена Федеральным законом от 31 декабря 2017 года и введена в Федеральный закон от 31.12.2017. Документ введен в действие Федеральному закону от 31.12.2017 505-ФЗ) часть была введена федеральным законом о введении Федерального закона от 31.12.2017 и была внесена Федеральным законодательством от 31.12.2017 до 31 декабря 2018 года.,(часть 6.1 введена Федеральным законом от 31.12.2017 N 505-ФЗ)
"При закупке товаров, работ, услуг для обеспечения государственных и муниципальных нужд заказчик вправе установить требование об отсутствии сведений об участниках закупки в реестре недобросовестных поставщиков, предусмотренном статьей 5 настоящего Федерального закона, и (или) сведений о участниках контрактной системы.","7. При закупке заказчик вправе установить требование об отсутствии сведений об участниках закупки в реестре недобросовестных поставщиков, предусмотренном статьей 5 настоящего Федерального закона, и (или) в реестре недобросовестных поставщиков, предусмотренном Федеральным законом от 5 апреля 2013 года N 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""."
