query,answer
"Гарант в случае просрочки исполнения обязательств по независимой гарантии обязан заплатить заказчику неустойку (пени) в размере 0,1 процента денежной суммы по которой соответствует условиям такой гарантии. 14.3. Гарант должен за каждый день просрочки уплатить неустойку, соответствующую условиям такого независимого гарантии и предъявить заказчику требование об уплате 0,1 процента ее суммы, подлежащей уплате.","14.3. Гарант в случае просрочки исполнения обязательств по независимой гарантии, требование об уплате денежной суммы по которой соответствует условиям такой независимой гарантии и предъявлено заказчиком до окончания срока ее действия, обязан за каждый день просрочки уплатить заказчику неустойку (пени) в размере 0,1 процента денежной суммы, подлежащей уплате по такой независимой гарантии."
"Н. 109-ФЗ и «ФЗ) «ФЗ-ФЗ» и «Н-ФЗ», опубликована Федеральным законом «О введении ФЗ» (часть 14.3 и часть 14.3 введена ФЗ).",(часть 14.3 введена Федеральным законом от 16.04.2022 N 109-ФЗ)
"В течение одного часа с момента окончания срока подачи заявок на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства оператор электронной площадки направляет в банк информацию об участнике закупки и размере денежных средств, необходимом для обеспечения заявки. Блокирование денежных средств не осуществляется в случае отсутствия на специальном банковском счете участника такой закупки денежных средств.","15. В течение одного часа с момента окончания срока подачи заявок на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства оператор электронной площадки направляет в банк информацию об участнике закупки и размере денежных средств, необходимом для обеспечения заявки. Банк в течение одного часа с момента получения указанной информации осуществляет блокирование при наличии на специальном банковском счете участника закупки незаблокированных денежных средств в размере обеспечения указанной заявки и информирует оператора. Блокирование денежных средств не осуществляется в случае отсутствия на специальном банковском счете участника такой закупки денежных средств в размере для обеспечения указанной заявки либо в случае приостановления операций по такому счету в соответствии с законодательством Российской Федерации, о чем оператор электронной площадки информируется в течение одного часа. В случае, если блокирование денежных средств не может быть осуществлено по основаниям, предусмотренным настоящей частью, оператор электронной площадки обязан вернуть указанную заявку подавшему ее участнику в течение одного часа с момента получения соответствующей информации от банка."
"Федеральный закон о защите прав человека, принятый в апреле 2020 года, противоречит действующему ФЗ 452-ФЗ и может быть опубликован уже в ближайшее время. Эксперты считают, что закон о нарушении прав человека является одним из самых противоречивых в российском законодательстве.",(в ред. Федерального закона от 22.12.2020 N 452-ФЗ)
"Участники конкурентной закупки с участием субъектов малого и среднего предпринимательства вправе распоряжаться денежными средствами, которые находятся на специальном банковском счете и в отношении которых не осуществлено блокирование в соответствии с частью 15 настоящей статьи.","16. Участник конкурентной закупки с участием субъектов малого и среднего предпринимательства вправе распоряжаться денежными средствами, которые находятся на специальном банковском счете и в отношении которых не осуществлено блокирование в соответствии с частью 15 настоящей статьи."
"В случаях, предусмотренных частью 26 статьи 3.2 настоящего Федерального закона, денежные средства, внесенные на специальный банковский счет в качестве обеспечения заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства, перечисляются банком на счет заказчика, указанный в документации о такой закупке.","17. В случаях, предусмотренных частью 26 статьи 3.2 настоящего Федерального закона, денежные средства, внесенные на специальный банковский счет в качестве обеспечения заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства, перечисляются банком на счет заказчика, указанный в извещении об осуществлении конкурентной закупки с участием субъектов малого и среднего предпринимательства, в документации о такой закупке, или заказчиком предъявляется требование об уплате денежной суммы по независимой гарантии, предоставленной в качестве обеспечения заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства."
"Н 109-ФЗ) (часть 17 в ред. в ред.) и часть 17 в российском законе от апреля 2222 и апреле 2222 от правительства РФ. Документ может быть внесен в Госдуму уже в апреле 2024 года. Эксперты полагают, что закон будет противоречить российскому законодательству.",(часть 17 в ред. Федерального закона от 16.04.2022 N 109-ФЗ)
"Субъекты малого и среднего предпринимательства получают аккредитацию на электронной площадке в порядке, установленном Федеральным законом от 5 апреля 2013 года N 44-ФЗ «О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд». Эксперты считают, что аккредитация может быть проведена в рамках контрактной системы.","18. Субъекты малого и среднего предпринимательства получают аккредитацию на электронной площадке в порядке, установленном Федеральным законом от 5 апреля 2013 года N 44-ФЗ ""О контрактной системе в сфере закупок товаров, работ, услуг для обеспечения государственных и муниципальных нужд""."
"Утратил силу с 1 апреля 2021 года. Федеральный закон от 22.12.2020 от 2212.2020 от 452-ФЗ, принятый в апреле 2021 года. Утратит силу до 2021 года. - Федеральный закон о федеральном законодательстве от 22.122020 и 452-ФЗ.",19. Утратил силу с 1 апреля 2021 года. - Федеральный закон от 22.12.2020 N 452-ФЗ.
В документации о конкурентной закупке заказчик вправе установить обязанность представления следующих документов и документов: и. о. конкурентных закупок заказчик может обязать представлень следующие документы и документы: а. Заказчик вправе обязать заказчика представлять следующие документации и документации: и: 19.1.,19.1. В документации о конкурентной закупке заказчик вправе установить обязанность представления следующих информации и документов:
"Наименование, фирменное наименование, адрес юридического лица, учредительный документ, если участником конкурентной закупки с участием субъектов малого и среднего предпринимательства является юридическое лицо. Если юридическое лицо является участником конкуренной закупки, то его владельцем является юридический лицо.","1) наименование, фирменное наименование (при наличии), адрес юридического лица в пределах места нахождения юридического лица, учредительный документ, если участником конкурентной закупки с участием субъектов малого и среднего предпринимательства является юридическое лицо;"
"Индивидуальный предприниматель, если участником конкурентной закупки с участием субъектов малого и среднего предпринимательства является индивидуальный предприниматель, не может быть зарегистрирован в качестве индивидуального предпринимателя.","2) фамилия, имя, отчество (при наличии), паспортные данные, адрес места жительства физического лица, зарегистрированного в качестве индивидуального предпринимателя, если участником конкурентной закупки с участием субъектов малого и среднего предпринимательства является индивидуальный предприниматель;"
"Идентационный номер налогоплательщика иностранного государства аналог идентификационного номера участника конкурентной закупки с участием субъектов малого и среднего предпринимательства (для иностранного лица или аналог аналога для иностранных государств). Для иностранных лиц идентификационный номер иностранного инвестора аналог идентификационных номеров налогоплательщиков, для которых соответствующий иностранный государств является иностранным государством.",3) идентификационный номер налогоплательщика участника конкурентной закупки с участием субъектов малого и среднего предпринимательства или в соответствии с законодательством соответствующего иностранного государства аналог идентификационного номера налогоплательщика (для иностранного лица);
"Идентационный номер налогоплательщика (при наличии) учредителей, членов коллегиального исполнительного органа юридического лица, если участником конкурентной закупки с участием субъектов малого и среднего предпринимательства является юридическое лицо, или аналог идентификационного номера таких лиц, если юридическое лицо является юридическим лицом.","4) идентификационный номер налогоплательщика (при наличии) учредителей, членов коллегиального исполнительного органа, лица, исполняющего функции единоличного исполнительного органа юридического лица, если участником конкурентной закупки с участием субъектов малого и среднего предпринимательства является юридическое лицо, или в соответствии с законодательством соответствующего иностранного государства аналог идентификационного номера налогоплательщика таких лиц;"
"копия документа, подтверждающего полномочия лица действовать от имени участника конкурентной закупки с участием субъектов малого и среднего предпринимательства, подтверждающая полномочия лиц действовать на основании его заявки. Документ, подтверждающий полномочия участника конкурной закупки, может быть подписан только в случае подписания заявки.","5) копия документа, подтверждающего полномочия лица действовать от имени участника конкурентной закупки с участием субъектов малого и среднего предпринимательства, за исключением случаев подписания заявки:"
"Индивидуальным предпринимателем, если участником закупки закупки является индивидуальный предприниматель, а) индивидуальным предпринимателем. Если закупка является закупкой для индивидуального предпринимателя, то закупка может быть осуществлена в индивидуальном предпринимателе.","а) индивидуальным предпринимателем, если участником такой закупки является индивидуальный предприниматель;"
"Если руководитель юридического лица является лицом, имеющим право без доверенности действовать от имени юридического лица, если участником такой закупки является юридическое лицо, а руководитель не является юридическим лицом, а также обладает правом без доверенности работать от имени руководителя.","б) лицом, указанным в едином государственном реестре юридических лиц в качестве лица, имеющего право без доверенности действовать от имени юридического лица (далее в настоящей статье - руководитель), если участником такой закупки является юридическое лицо;"
"Документы, подтверждающие соответствие участника конкурентной закупки с участием субъектов малого и среднего предпринимательства требованиям, установленным в соответствии с законодательством Российской Федерации к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся предметом закупки. 7) копии документов, подтверждающих соответствие покупателя требованиям законодательства РФ к лицу, осуществляющему поставку товара и выполнение работы.","6) копии документов, подтверждающих соответствие участника конкурентной закупки с участием субъектов малого и среднего предпринимательства требованиям, установленным в соответствии с законодательством Российской Федерации к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся предметом закупки, за исключением случая, предусмотренного подпунктом ""е"" пункта 9 настоящей части;"
"7) копия решения о согласии на совершение крупной сделки или о последующем одобрении этой сделки является крупной сделкой, если требование о наличии указанного решения установлено законодательством Российской Федерации и для участника конкурентной закупки с участием субъектов малого и среднего предпринимательства заключение договора либо предоставление обеспечения заявок на участие в такой закупке является крупной сделкой.","7) копия решения о согласии на совершение крупной сделки или о последующем одобрении этой сделки, если требование о наличии указанного решения установлено законодательством Российской Федерации и для участника конкурентной закупки с участием субъектов малого и среднего предпринимательства заключение по результатам такой закупки договора либо предоставление обеспечения заявки на участие в такой закупке (если требование об обеспечении заявок установлено заказчиком в извещении об осуществлении такой закупки, документации о конкурентной закупке), обеспечения исполнения договора (если требование об обеспечении исполнения договора установлено заказчиком в извещении об осуществлении такой закупки, документации о конкурентной закупке) является крупной сделкой;"
"Информация и документы об обеспечении заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства, если соответствующее требование предусмотрено извещением об осуществлении такой закупки, документацией о конкуренной закупке. Документация о закупке предусмотрена только для того, чтобы обеспечить заявку на участие.","8) информация и документы об обеспечении заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства, если соответствующее требование предусмотрено извещением об осуществлении такой закупки, документацией о конкурентной закупке:"
"а) реквизиты специального банковского счета участника конкурентной закупки с участием субъектов малого и среднего предпринимательства, если обеспечение заявки на участие в такой закупке предоставляется участником такой закупки путем внесения денежных средств, а также реквизиты банковских счетов участника.","а) реквизиты специального банковского счета участника конкурентной закупки с участием субъектов малого и среднего предпринимательства, если обеспечение заявки на участие в такой закупке предоставляется участником такой закупки путем внесения денежных средств;"
"независимая гарантия или ее копия, если в качестве обеспечения заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства участником такой закупки предоставляется независимой гарантией или ее копии, если участником такого закупки предоставляются независимые гарантии или копии.","б) независимая гарантия или ее копия, если в качестве обеспечения заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства участником такой закупки предоставляется независимая гарантия;"
"Н 109-ФЗ, принятый в соответствии с российским законодательством, является законом о нарушении законодательства о защите прав и свободах человека, принятым в апреле 2022 и апреле 2222 годов.2022 N 109-ФФЗ) (в редкий смысл закона о правах человека) и о его применении (в редких российских законах и законодательствах) о незаконном нарушении прав человека.",(в ред. Федерального закона от 16.04.2022 N 109-ФЗ)
"Документ, подтверждающий на дату подачи заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства декларация, подтверждающая на дату ее подачи декларацию, подтверждающая, подтверждающую на дату заявки участие в конкуренной закупке.","9) декларация, подтверждающая на дату подачи заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства:"
"Неведение ликвидации участника конкурентной закупки с участием субъектов малого и среднего предпринимательства - юридического лица и отсутствие решения арбитражного суда о признании участника такой закупки несостоятельным (банкротом) и неведение ликвидации его участника банкротом, а также отсутствие признания арбитражным судом несостоятельного банкротства.",а) непроведение ликвидации участника конкурентной закупки с участием субъектов малого и среднего предпринимательства - юридического лица и отсутствие решения арбитражного суда о признании участника такой закупки - юридического лица или индивидуального предпринимателя несостоятельным (банкротом);
"Приостановление деятельности участника конкурентной закупки с участием субъектов малого и среднего предпринимательства в порядке, установленном Кодексом Российской Федерации об административных правонарушениях, а) неприостановление работы участника конкурной закупки и неприостановление его деятельности в соответствии с законодательством РФ об административном правонарушении.","б) неприостановление деятельности участника конкурентной закупки с участием субъектов малого и среднего предпринимательства в порядке, установленном Кодексом Российской Федерации об административных правонарушениях;"
"Участники конкурентной закупки с участием субъектов малого и среднего предпринимательства считаются соответствующим установленному требованию в случае, если у них нет недоимки по налогам, сборам, задолженности по иным обязательным платежам в бюджеты бюджетной системы Российской Федерации за прошедший календарный год, размер которой превышает двадцать пять процентов балансовой стоимости активов участника такой закупки.","в) отсутствие у участника конкурентной закупки с участием субъектов малого и среднего предпринимательства недоимки по налогам, сборам, задолженности по иным обязательным платежам в бюджеты бюджетной системы Российской Федерации (за исключением сумм, на которые предоставлены отсрочка, рассрочка, инвестиционный налоговый кредит в соответствии с законодательством Российской Федерации о налогах и сборах, которые реструктурированы в соответствии с законодательством Российской Федерации, по которым имеется вступившее в законную силу решение суда о признании обязанности заявителя по уплате этих сумм исполненной или которые признаны безнадежными к взысканию в соответствии с законодательством Российской Федерации о налогах и сборах) за прошедший календарный год, размер которых превышает двадцать пять процентов балансовой стоимости активов участника такой закупки, по данным бухгалтерской (финансовой) отчетности за последний отчетный период. Участник такой закупки считается соответствующим установленному требованию в случае, если им в установленном порядке подано заявление об обжаловании указанных недоимки, задолженности и решение по данному заявлению на дату рассмотрения заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства не принято;"
"У участника конкурентной закупки с участием субъектов малого и среднего предпринимательства непогашенной или неснятой судимости за преступления в сфере экономики и (или) преступления, предусмотренные статьями 289, 290, 291, 291.1 Уголовного кодекса Российской Федерации, а также неприменение в отношении указанных физических лиц административного наказания в виде дисквалификации.","г) отсутствие у участника конкурентной закупки с участием субъектов малого и среднего предпринимательства - физического лица, зарегистрированного в качестве индивидуального предпринимателя, либо у руководителя, членов коллегиального исполнительного органа, лица, исполняющего функции единоличного исполнительного органа, или главного бухгалтера юридического лица - участника конкурентной закупки с участием субъектов малого и среднего предпринимательства непогашенной или неснятой судимости за преступления в сфере экономики и (или) преступления, предусмотренные статьями 289, 290, 291, 291.1 Уголовного кодекса Российской Федерации, а также неприменение в отношении указанных физических лиц наказания в виде лишения права занимать определенные должности или заниматься определенной деятельностью, которые связаны с поставкой товара, выполнением работы, оказанием услуги, являющихся предметом осуществляемой закупки, и административного наказания в виде дисквалификации;"
"Д) отсутствие фактов привлечения в течение двух лет до момента подачи заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства участника такой закупки к административной ответственности за совершение административного правонарушения, предусмотренного статьей 19.28 Кодекса Российской Федерации об административных правонарушениях.","д) отсутствие фактов привлечения в течение двух лет до момента подачи заявки на участие в конкурентной закупке с участием субъектов малого и среднего предпринимательства участника такой закупки - юридического лица к административной ответственности за совершение административного правонарушения, предусмотренного статьей 19.28 Кодекса Российской Федерации об административных правонарушениях;"
"Информация и документы, подтверждающие соответствие участника конкурентной закупки с участием субъектов малого и среднего предпринимательства требованиям законодательства Российской Федерации к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся предметом закупки, содержатся в открытых и общедоступных государственных реестрах, размещенных в информационно-телекоммуникационной сети «Интернет».","е) соответствие участника конкурентной закупки с участием субъектов малого и среднего предпринимательства указанным в документации о конкурентной закупке требованиям законодательства Российской Федерации к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся предметом закупки, если в соответствии с законодательством Российской Федерации информация и документы, подтверждающие такое соответствие, содержатся в открытых и общедоступных государственных реестрах, размещенных в информационно-телекоммуникационной сети ""Интернет"" (с указанием адреса сайта или страницы сайта в информационно-телекоммуникационной сети ""Интернет"", на которых размещены эти информация и документы);"
"Участник конкурентной закупки с участием субъектов малого и среднего предпринимательства исключительными правами на результаты интеллектуальной деятельности, если в связи с исполнением договора заказчик приобретает исключительные права на такие результаты.","ж) обладание участником конкурентной закупки с участием субъектов малого и среднего предпринимательства исключительными правами на результаты интеллектуальной деятельности, если в связи с исполнением договора заказчик приобретает права на такие результаты;"
Обладание участником конкурентной закупки с участием субъектов малого и среднего предпринимательства правами использования результата интеллектуальной деятельности в случае использования такого результата при исполнении договора.,з) обладание участником конкурентной закупки с участием субъектов малого и среднего предпринимательства правами использования результата интеллектуальной деятельности в случае использования такого результата при исполнении договора;
"Предложение участника конкурентной закупки с участием субъектов малого и среднего предпринимательства в отношении предмета такой закупки, а также предложение участника конкуренной закупки о предмете закупки.",10) предложение участника конкурентной закупки с участием субъектов малого и среднего предпринимательства в отношении предмета такой закупки;
"Документы, подтверждающие соответствие товаров, работы или услуги, являющихся предметом закупки, являются предметом конкурентной закупки, не допускаются требовать представления документов, подтверждающих соответствие данным товару, работе или услуге требованиям, установленным в соответствии с законодательством Российской Федерации. При этом не допускается требовать представление указанных документов, если они передаются вместе с товаром.","11) копии документов, подтверждающих соответствие товара, работы или услуги, являющихся предметом закупки, требованиям, установленным в соответствии с законодательством Российской Федерации, в случае, если требования к данным товару, работе или услуге установлены в соответствии с законодательством Российской Федерации и перечень таких документов предусмотрен документацией о конкурентной закупке. При этом не допускается требовать представление указанных документов, если в соответствии с законодательством Российской Федерации они передаются вместе с товаром;"
"Наименование страны происхождения поставляемого товара (при осуществлении закупки товара, в том числе поставляемого заказчику при выполнении закупаемых работ, оказании закупаемых услуг), документ, подтверждающий страну происхождения товара, предусмотренный актом Правительства Российской Федерации, принятым в соответствии с пунктом 1 части 8 статьи 3 настоящего Федерального закона.","12) наименование страны происхождения поставляемого товара (при осуществлении закупки товара, в том числе поставляемого заказчику при выполнении закупаемых работ, оказании закупаемых услуг), документ, подтверждающий страну происхождения товара, предусмотренный актом Правительства Российской Федерации, принятым в соответствии с пунктом 1 части 8 статьи 3 настоящего Федерального закона;"
